GCSs_coordinate	N3E
2557803	7.096566301
3638430	7.171678868
211337	7.178051552
3299971	7.2114781
1790902	7.21976472
2702454	7.246655793
447638	7.271081409
2850690	7.297735721
3676012	7.324168714
2066129	7.34748589
3961382	7.36567019
4171496	7.379905897
2314025	7.417069882
3253336	7.418951484
3253341	7.418951484
4161552	7.419098475
3235394	7.419466234
946612	7.422742507
3859866	7.429356598
3298388	7.445550849
3320772	7.450697858
3303586	7.452501831
3253363	7.458935021
1993171	7.464368251
2841231	7.465778675
1988147	7.474952274
4091605	7.484868651
2280736	7.494988558
2599750	7.498430443
4097042	7.533751515
2817092	7.553127792
1115729	7.55911638
4023994	7.565985297
679504	7.573473625
121848	7.582163653
581485	7.591133088
3793086	7.602758806
3648653	7.609781119
594405	7.621106723
1017224	7.633252293
3483384	7.634345296
3253421	7.649190982
3253426	7.649190982
3263858	7.650086078
3692384	7.654589687
399403	7.657589429
439639	7.658941224
3086074	7.675972598
442480	7.676126189
556680	7.677182926
3841722	7.683554344
932231	7.685299591
3320065	7.686544826
2314560	7.700454149
2253407	7.702988195
3700365	7.704502101
369260	7.712603441
3692798	7.712742593
847937	7.712783909
4341659	7.722171017
4369699	7.726427649
3692378	7.730460244
1734683	7.731769156
979367	7.736728764
1988920	7.74652788
3436164	7.758862787
3122198	7.767873021
2304028	7.780240144
4350462	7.782255693
851626	7.78890039
3232756	7.832632392
2568846	7.8386106
45359	7.847941316
3183481	7.852342062
983106	7.861509391
98974	7.869008584
3984794	7.877703769
3849533	7.87940608
3443422	7.885933972
3885555	7.890519846
4313376	7.894935133
2651775	7.89656838
1172434	7.900697995
3789068	7.902748076
2387854	7.904601313
4243546	7.918193427
3692786	7.921114581
3018839	7.928072226
4121796	7.943128892
4100494	7.944479889
149483	7.94640017
110558	7.946654205
3543051	7.947992791
3737756	7.950922096
3845797	7.954620896
1756420	7.956815088
1739236	7.9603645
3962632	7.962008029
3692375	7.963344329
2069008	7.963388374
3692369	7.963453596
2650014	7.972652988
610822	8.018320628
4095574	8.022448246
31004	8.024391472
2541961	8.0263313
741409	8.03303599
411683	8.033544614
3948353	8.034167964
742104	8.035552327
2631289	8.036112189
3253349	8.038037553
3677788	8.040889525
1194105	8.044089827
629285	8.044855953
344538	8.045628312
3178557	8.046903183
3988404	8.047311839
232184	8.049583659
392232	8.057077509
2151394	8.062662148
3323129	8.073519101
2693096	8.087956855
3399492	8.094802557
3031877	8.115893175
2192569	8.118976267
1378548	8.120821218
4392990	8.124218844
1115733	8.129435452
2409563	8.141647656
3785812	8.142666377
2589652	8.146054362
3294727	8.149162413
1617577	8.156434564
1329126	8.162406573
747528	8.170936365
1227138	8.173371127
984081	8.174073524
4081418	8.184854659
3232740	8.192683869
3700069	8.198137876
1139064	8.198527966
3183482	8.214954523
2789413	8.217684189
115110	8.221529626
1843102	8.228284924
3682964	8.238041747
2260030	8.25779016
204167	8.262407179
4101236	8.267131019
2278552	8.269345729
4023180	8.271246895
3900007	8.273066297
3165560	8.278288693
1993170	8.278724974
3542239	8.279778888
4370299	8.282379398
4370304	8.282379398
4476613	8.293633989
2893282	8.300949069
3996560	8.315303347
201246	8.320630488
2828762	8.320965009
3213091	8.338397082
1796422	8.349866919
802700	8.354771796
3984346	8.355454717
467250	8.356921724
2214236	8.357003529
4550267	8.359453914
2527647	8.364110953
3296138	8.368199033
3585471	8.370074903
411959	8.372797401
928498	8.378735414
3551742	8.380222217
3840875	8.381434197
3841802	8.382043324
3844955	8.38916765
3006980	8.389264252
3691916	8.391134412
1731262	8.393026329
36957	8.393922394
826325	8.396937682
3777632	8.403285005
28995	8.411166435
1741562	8.415750319
3692379	8.416514956
1351986	8.420841512
2813092	8.422468142
574534	8.425757967
2589655	8.428194757
4320308	8.429433016
1000809	8.434602368
596268	8.438829739
3461292	8.439094712
3205989	8.439684036
3170339	8.440843568
4094472	8.464425137
2059239	8.469253348
