GCSs_coordinate	N3E
12675	12.167030040139899
15212	15.405330040993269
15213	26.44501833121306
15218	14.77512862815731
17638	14.169931200659779
28632	33.6672202018213
28995	8.411166435042336
29017	11.300627147597766
31004	8.024391472021717
31726	28.703654060372116
31734	25.06559345615625
32487	8.484318041588883
34141	9.56059128390498
35132	9.004258711924923
35317	41.07144906618042
36957	8.393922394176357
36962	10.596960837610018
37157	9.239953982481907
37161	18.7388363758286
37162	11.710696116615274
37163	8.649041845373734
37164	8.873871057661658
37181	16.945024125057632
42442	11.86495189778455
45359	7.84794131579208
46952	13.527764400159615
47733	15.477547461197261
47835	10.507090273209343
47932	16.37572276082074
48638	11.104375230184083
51956	37.36655700161736
52291	10.640263959320766
52293	8.624988331943525
52440	11.40554247715379
55107	11.365187243347966
55108	12.270474736157038
70694	14.638237054921396
77270	10.550676257493771
98974	7.869008584318912
104414	11.239458758619367
106442	26.3289818451755
106443	20.13789865858149
107074	18.92183575288395
110558	7.946654204705606
113250	10.143928811797725
115110	8.221529625925132
117413	16.759557315747973
117821	13.265038690141674
118687	15.317304645684239
118747	12.781922474491543
118963	9.992284657392913
121848	7.582163652864477
126104	13.66735985574845
128078	12.223329826377274
131418	15.826838513820707
132809	9.13758604796816
132821	43.215956829144005
132890	10.408467439582097
133727	15.5749856377652
133885	8.674743120241692
134984	17.469044989515304
135586	23.17924487668869
135678	14.074060800433534
136044	17.00356512654999
136647	11.68296187059535
136704	28.92864104155784
137611	43.32834216587078
138041	18.492699841012808
139676	11.250079722394805
139690	14.615251470243585
139691	9.514637838199276
142684	12.209131286472353
143954	8.886894187519438
143955	20.604459813179854
143956	18.00355350050945
148844	12.540890721780727
148913	14.886787905112891
148914	10.440677978371268
149483	7.946400170123114
160441	11.797956010806233
160771	13.392126316373844
164266	46.28931310495279
175330	14.20494413686186
175962	10.781616565435991
187264	12.58831027312895
188460	20.878754177334276
194921	8.878893654287156
198934	17.83022030275575
199289	14.85558305060026
199290	19.68039947412283
201246	8.320630487996674
201685	9.222072165780476
202363	13.056800578435437
204167	8.262407179088104
205740	9.207905278803864
206986	12.267937424307895
207545	9.112426876941209
207592	13.496463812274508
210047	10.904479755710312
211337	7.178051552287005
215799	14.430336230798277
216324	23.836613536511667
216325	10.388662030079317
232184	8.049583658565517
232942	14.41514350256696
232943	14.225469431945783
232965	40.05348590267553
234561	10.381998494683913
234723	31.36228616537314
234904	17.619673713471084
235667	17.433409571337513
236022	12.275184477351127
236090	10.778300444134242
236222	20.83501007446996
236223	14.780260002204349
236773	14.535175699258481
236774	9.7433598569326
238559	43.3215125373834
238807	8.814006954711527
239415	19.294998038962152
244310	13.474746902465654
244312	12.49005268150711
244314	8.566213444827737
246087	11.348724694898209
246092	12.812740152313802
247125	9.042018354850534
248538	8.90548638700235
249823	14.740002090904607
256312	12.055576869259934
258126	9.345254458703378
258294	28.172148916114747
258475	55.80121289911906
259847	9.700070407911518
260496	9.130320374848655
261161	8.729007778481645
261857	8.847333343282878
266357	13.053193349216334
343989	13.134761829993767
344538	8.0456283119921
344574	11.422023515645972
346423	14.976588560547262
348132	12.994439261789715
351579	9.549006986343638
352193	15.512724487953536
352417	20.35323969844436
354012	9.171816830317006
363842	10.321576753673758
369260	7.712603440650248
381043	8.89813297983435
383118	24.180035661743652
383120	11.72552409949431
383123	9.873854685940529
385272	10.743586543945565
388072	14.624650786660903
389301	12.323626125088655
389483	11.663296895404208
389484	39.47411911567068
389488	10.314925330526531
389861	8.840215810209433
389862	26.205675613506333
389863	19.229976746912072
389864	11.748477484221638
390815	16.25972462720496
392232	8.05707750924316
393633	10.45587290562858
394338	11.739876390271796
395314	9.130146323316444
399052	25.696079179180153
399403	7.657589429493724
399405	24.357181521658735
399771	19.521490904641407
401504	50.18081203168424
401991	17.396589566091066
402695	10.233502814308725
402696	24.83505808575983
403066	13.115847430433927
403067	10.501872297048903
403070	24.69183934238467
403071	16.27664280368681
403072	12.077975376282959
403435	17.997308970826385
403505	14.780773739003402
403853	15.809442953639625
405853	34.56494192996144
405939	14.754035084016998
406567	13.973492333115633
406957	10.144696951741304
407785	20.041514537726744
407786	9.316830564962517
407819	9.24332983999659
408870	10.072009982478122
409611	61.24022306382346
409823	52.13740791800128
409946	9.165793530767065
411683	8.033544614197329
411688	35.26420307793436
411959	8.37279740089314
414601	12.624864709276853
414904	13.078555957284966
415904	16.325103828049073
416170	10.709481609503083
416714	10.875359909169362
416956	44.85951702976786
417673	11.518095958874284
428212	30.02178912331309
428339	8.69387438929478
428987	17.365116405768845
432332	13.46934344764837
434429	10.291516223250625
436043	9.799440338248813
436186	12.18527633548494
437748	19.23770062827334
439020	9.543404403643269
439029	9.861365478803918
439296	13.49864996518231
439639	7.6589412243736525
439672	16.49558841174975
439673	13.481920328328213
439964	14.103732607134011
441274	13.997022169307087
441411	19.100075979799712
441721	12.89203525366877
442480	7.676126189123989
442892	16.105811703047067
447638	7.271081408886451
448581	17.227712931529744
450319	10.396221612458499
450410	13.947185101025996
450536	20.276305177689483
450860	9.39084126035658
451075	21.34329260464072
451544	12.790653517293583
463587	88.12433578036557
467151	25.072639817928774
467250	8.35692172431105
467585	18.11584461507972
467586	14.892836734951716
471584	18.96457218492769
471624	10.502272679019564
471693	18.309322507803124
475008	12.46518546844454
478597	9.906843762011034
480300	11.784267951851533
480301	30.447521659875296
483766	25.047365562564078
490482	48.81469147963802
495102	10.172710106845507
515162	28.378378400470883
519114	14.456949445622438
519515	11.084179201177431
524680	12.31264659366321
541906	11.096565349842711
552696	11.633220790428002
556680	7.677182926360684
572277	18.472512797080796
572334	12.421775492721633
574534	8.425757966889108
577360	14.62856819776964
581485	7.59113308754326
583228	8.705530109895497
589468	9.827850657498713
589469	23.676365089450425
591980	27.005110065661068
592816	10.86606492092642
594403	9.85528599557917
594405	7.621106723446351
596268	8.438829739199106
600131	19.218757544120745
603132	14.528119395985064
605143	15.05755757922483
606125	22.27466432223689
607133	8.820746784735691
610090	14.823370482742732
610822	8.018320628328361
610823	13.75010108619062
613230	12.047553742413006
613588	28.315623480882266
614671	17.75360592965834
614672	14.946788757433971
618464	9.875019894750425
618465	21.617606233906162
618466	33.99654679224064
619122	13.215868694733139
626097	11.604522019744003
626869	30.772620808132643
628329	12.382858575046486
629285	8.044855952595483
631506	24.980034953977967
640087	14.398333684042484
642357	13.947551700828935
653182	9.408520516612173
659762	10.262561318689377
679504	7.573473624858947
698038	9.764598706877122
698039	12.418453812290851
700682	16.481403278352396
701728	12.9329254476905
705946	15.941562026690661
705947	10.792777359482928
716936	16.760180919282636
718210	23.833881372196135
721941	10.944901046726384
723574	9.063608137460632
723785	9.932463922857762
724749	16.665633684574935
724940	10.641908994860506
725076	8.943362827716998
731456	27.73053893547562
731862	9.719878539655145
732582	9.731787355459009
735141	14.676239603995052
737063	11.87252199974916
739686	27.657779904355092
739874	91.79577224117543
740096	11.391483994445794
740097	22.266857163213718
740879	10.49089617147647
741409	8.033035989524647
741444	25.55516031582502
741445	10.685133578616371
741446	11.860257217098459
741447	23.40582332519539
742104	8.035552327099772
742180	8.670931643621605
742309	10.470272196520797
742584	14.72636805035723
742940	10.252890640703006
743495	10.901702413336633
743631	9.116498099449247
744480	28.204851034244644
744685	23.636983958814128
745109	13.482283043526524
745111	9.677421216875205
745501	17.52579938012103
747528	8.17093636527674
748085	23.83554383014884
757474	14.941308271043084
758062	15.207316664076886
795361	13.39468347015428
800448	36.76835023981608
802700	8.354771795583064
806972	10.973521631090827
812201	11.274483789538337
812851	13.240790290765409
814220	11.748690832989213
814226	10.815445338882615
825357	15.820411149175296
826325	8.396937681605717
828181	12.236784268601463
828414	12.545818029534857
847224	16.32580863696878
847937	7.712783908740459
848399	9.969902941794407
851626	7.788900389650072
851636	9.201031238209595
855129	11.121288662607954
855130	11.761852706821326
856207	12.23448923469057
905556	11.195393612685459
912149	9.548475158719226
913214	9.028574368478042
913218	11.008313315722235
923527	15.003591895554058
923528	9.760394322507796
928498	8.378735414174727
929394	12.86015155771219
931677	10.667151797864832
931678	11.386376162248144
932230	67.93211698055067
932231	7.685299591094601
942029	18.048143932463436
942286	24.04213531216512
943253	11.265280324864314
943365	9.205836075558192
943699	9.381960478979684
943737	11.285878281764827
943738	15.966362700653805
943741	8.775976733265626
944057	10.151550789420483
944075	24.354968508898594
946309	11.584599780021613
946582	12.389118434070596
946587	12.730641634653328
946610	15.248052898502786
946612	7.422742506630217
948837	10.9653349231586
948838	9.951450251348382
948864	14.936367068452412
949256	9.264190581649707
949257	8.87611513555732
949414	12.325929280043669
949415	18.86845587450077
951091	9.315012484358132
951353	12.445029050965974
951683	11.334397376178934
953292	20.08288450158513
956247	11.071348641962986
973537	11.314448496678898
975552	14.164253394568757
976241	10.527295675186835
979367	7.736728764073661
983106	7.861509391203018
983184	10.087626411825815
983361	24.6789095664691
984081	8.174073523823074
984610	12.84822954689974
984850	12.742631161260055
984851	17.57868893700176
985152	9.153750077417289
986689	13.202163674989372
988068	9.317279208096966
988069	10.047082274920838
988309	17.777136232643077
988602	13.391015512127687
988907	14.254677945449792
989755	9.02172833997516
990259	8.747136907685999
993199	18.419522728880036
995845	9.243842905247694
997889	8.949718813983903
997967	9.578387013173897
997968	19.349497880503087
997969	18.133033115337838
998820	22.056484028491692
999000	20.839138106906233
1000297	23.483556463266734
1000809	8.43460236825081
1009934	24.5347701693968
1009935	13.590314105347261
1017170	13.286336803005828
1017224	7.633252292836423
1017887	10.383753538275787
1018030	26.021202052306283
1018031	27.764721303712907
1020360	9.131230554020043
1020888	24.906009792222513
1021281	10.519708207691458
1022256	27.47979359361618
1022346	10.835470099074513
1022512	19.80265450978898
1023174	13.155404075564139
1023714	28.391699872686544
1030240	19.404420400814402
1039573	9.127987522139547
1039578	18.66939874430693
1039583	20.77595488650064
1048771	18.88088823693082
1070608	8.736466374997772
1081135	10.541880182737383
1086593	10.431754344334081
1098829	13.278168244153845
1098834	14.59947078127894
1102662	21.46816084720734
1114617	42.035689227287
1114618	8.599269167029355
1115729	7.559116380357892
1115732	11.934889313453743
1115733	8.129435451719521
1115734	12.04195612739762
1115735	9.294302626549435
1115737	12.241320245279663
1115739	13.237762889811554
1115744	15.477957387997249
1115757	20.696524041156383
1117268	16.990540142535593
1117582	21.13961377359058
1119546	21.31218698820537
1121124	16.913597001698133
1123053	21.918501554261432
1127312	14.133633394761251
1137182	15.55472619855162
1139064	8.198527966454341
1148115	20.23781061564657
1158728	9.460403809216482
1162090	8.7764384835528
1163343	14.036127693020715
1166333	9.491643863571461
1170950	18.631656905010313
1171262	18.346626183428107
1171353	22.927201834351422
1172355	20.907787473509483
1172434	7.900697995031286
1174317	34.59836346966561
1178298	15.071804689825921
1178769	25.02039233173101
1179679	9.528969676595445
1182812	16.631165030016522
1185900	14.637385248779509
1187580	12.09936689111696
1188811	10.415932123433564
1190192	9.260973039267382
1194098	9.715943830574492
1194105	8.044089826647783
1195554	12.238627838642678
1209499	22.832856707285078
1223568	9.44578164736397
1226989	10.33120208013948
1227138	8.173371126556207
1227863	14.878333558534342
1229784	14.726343016007883
1229883	16.67023671984499
1229884	11.026334764779833
1230386	14.346984975803782
1231137	9.979728266101205
1231138	11.31669887601126
1234566	20.574993222168548
1234567	32.560920565382865
1257781	13.873885749603259
1258316	15.616165717622984
1290791	12.371865167625156
1291284	9.616218252612297
1293967	9.405497812274053
1294010	24.547100765788013
1294201	16.891872979692874
1294411	9.445115401568865
1294457	34.992735045464
1297134	12.820155748151922
1297235	14.552518235010282
1303546	15.611119835509122
1303557	20.476274606252264
1303601	12.579639127491822
1303602	15.224122440186747
1314372	9.279929921162864
1323144	14.27610812197279
1327877	15.07177599473279
1328949	50.79200353874351
1329124	27.821262868857218
1329126	8.162406573310793
1329146	49.67150111628988
1329572	27.73678061703644
1334078	21.715699363364156
1334079	11.804862824936041
1336871	9.570935062123691
1338712	10.088627626983897
1339668	17.030258767956784
1351986	8.420841512049853
1359958	9.793670763267087
1362075	13.323790477382413
1372246	9.055667826801397
1372251	12.765685503388804
1372252	10.882796322380463
1372257	37.62858569001613
1372450	12.871897404702274
1378545	34.62141767159445
1378547	10.490837068114093
1378548	8.120821217882412
1396347	13.236479201137529
1427535	14.264610333547594
1442100	21.382747349175673
1443634	10.648398130416354
1457795	10.757315542919768
1458695	10.273268930839698
1466988	16.84058705986921
1470615	10.786352164836893
1484502	9.004788830484685
1496246	14.700122328352464
1587877	11.392320648021888
1600190	45.834623408396794
1610963	10.989355739667017
1617577	8.156434564477008
1619637	15.736470068965405
1627635	30.42195170222297
1628548	13.653551542938152
1652360	18.561467691366204
1655470	9.607305362796355
1660558	50.25573739566038
1660559	12.886094925667688
1662223	8.87170638716999
1667802	11.113978369077877
1675454	16.665734419545576
1675455	26.902285363116327
1675456	36.20254564111945
1675741	11.736781757368014
1681652	8.497594051046576
1683869	16.580071075191487
1683894	11.343584546696441
1693561	12.389721071656577
1693562	16.27423331436905
1693575	16.229119213269087
1705104	49.64367645581023
1711150	14.09370385242356
1711169	15.397015010717885
1712841	21.490395337013315
1712842	11.123469286849005
1712845	14.092502251142918
1724236	23.66788045927247
1724668	10.908006788874065
1727508	15.529926199766486
1727545	11.775535532800035
1731262	8.393026328585242
1734683	7.731769155713358
1734688	13.348893410638054
1734690	9.788233858810539
1734766	9.68397765760045
1739235	9.249496893993916
1739236	7.960364500063993
1741562	8.415750318898796
1743182	23.010573963792414
1743315	15.282873406216446
1756420	7.956815088201621
1773760	12.540110784201698
1781207	17.093373448008585
1785592	10.733946103767678
1786207	12.380715712972808
1790902	7.219764720338506
1791678	15.873382276396969
1796422	8.349866918531763
1811612	10.456389172609317
1813246	18.544457594337043
1813325	13.814065138003249
1826344	13.79644638277955
1833156	22.530111890883717
1843102	8.228284923743766
1843884	12.553886524183524
1850653	14.847937651569845
1857204	16.193322928649273
1858203	9.815616929434757
1858207	11.049404182920057
1858208	9.383653742934527
1870222	19.796310576333305
1871409	11.428474424589428
1879394	12.034194536380301
1884457	15.398515579979257
1884458	55.38591778402091
